▶ running per-file parallel test suite via run_tests_parallel.py
  (TZ=UTC LANG=C.UTF-8 PYTHONHASHSEED=0; clean env)
Discovered 1976 test files (~37961 tests) under ['tests']; running with -j 28
[  0.0% |     5/~37961 | ✓5 | ✗0] ✓ tests/acp_adapter/test_detect_provider_entra.py (5✓, 7.9s)
[ 35.9% | 13618/~37961 | ✓14532 | ✗    5] ✓ tests/gateway/test_whatsapp_cloud_allowed_users.py (5✓, 3.4s)
[ 36.2% | 13754/~37961 | ✓14668 | ✗    5] ✓ tests/gateway/test_signal.py (136✓, 54.4s)
[ 36.3% | 13767/~37961 | ✓14681 | ✗    5] ✓ tests/gateway/test_weixin_typing.py (13✓, 6.4s)
[ 36.3% | 13780/~37961 | ✓14694 | ✗    5] ✓ tests/gateway/test_whatsapp_allowlist_lid_resolution.py (13✓, 6.4s)
[ 36.4% | 13803/~37961 | ✓14717 | ✗    5] ✓ tests/gateway/test_text_batching.py (23✓, 18.3s)
[ 36.4% | 13817/~37961 | ✓14731 | ✗    5] ✓ tests/gateway/test_wecom_callback.py (14✓, 7.0s)
[ 36.4% | 13819/~37961 | ✓14733 | ✗    5] ✓ tests/gateway/test_whatsapp_identity.py (2✓, 2.3s)
[ 36.5% | 13856/~37961 | ✓14770 | ✗    5] ✓ tests/gateway/test_unauthorized_dm_behavior.py (37✓, 15.2s)
[ 36.5% | 13861/~37961 | ✓14775 | ✗    5] ✓ tests/gateway/test_whatsapp_from_owner.py (5✓, 3.4s)
[ 36.5% | 13864/~37961 | ✓14778 | ✗    5] ✓ tests/gateway/test_whatsapp_media_path_profile.py (3✓, 2.7s)
[ 36.6% | 13899/~37961 | ✓14813 | ✗    5] ✓ tests/gateway/test_update_command.py (35✓, 15.0s)
[ 36.6% | 13900/~37961 | ✓14814 | ✗    5] ✓ tests/gateway/test_yolo_command.py (1✓, 2.2s)
[ 36.6% | 13909/~37961 | ✓14823 | ✗    5] ✓ tests/gateway/test_whatsapp_bridge_pidfile.py (9✓, 7.9s)
[ 36.8% | 13975/~37961 | ✓14895 | ✗    5] ✓ tests/gateway/test_telegram_rich_messages.py (72✓, 27.6s)
[ 36.8% | 13981/~37961 | ✓14901 | ✗    5] ✓ tests/gateway/test_whatsapp_native_delivery.py (6✓, 4.4s)
[ 36.8% | 13987/~37961 | ✓14907 | ✗    5] ✓ tests/gateway/test_whatsapp_text_batching.py (6✓, 4.0s)
[ 36.9% | 13992/~37961 | ✓14912 | ✗    5] ✓ tests/gateway/test_yuanbao_media_ssrf.py (5✓, 3.3s)
[ 36.9% | 13998/~37961 | ✓14918 | ✗    5] ✓ tests/gateway/test_ws_auth_retry.py (6✓, 3.6s)
[ 36.9% | 14000/~37961 | ✓14920 | ✗    5] ✓ tests/hermes_cli/test_anthropic_oauth_flow.py (2✓, 2.2s)
[ 36.9% | 14006/~37961 | ✓14926 | ✗    5] ✓ tests/hermes_cli/test_anthropic_model_flow_stale_oauth.py (6✓, 3.7s)
[ 36.9% | 14017/~37961 | ✓14937 | ✗    5] ✓ tests/gateway/test_whatsapp_stale_bridge.py (11✓, 5.5s)
[ 36.9% | 14020/~37961 | ✓14940 | ✗    5] ✓ tests/hermes_cli/test_anthropic_picker_curated.py (3✓, 2.6s)
[ 37.0% | 14041/~37961 | ✓14961 | ✗    5] ✓ tests/gateway/test_update_streaming.py (21✓, 17.7s)
[ 37.0% | 14044/~37961 | ✓14964 | ✗    5] ✓ tests/hermes_cli/test_anthropic_provider_persistence.py (3✓, 2.5s)
[ 37.0% | 14047/~37961 | ✓14967 | ✗    5] ✓ tests/hermes_cli/test_apply_model_switch_result_context.py (3✓, 2.7s)
[ 37.0% | 14052/~37961 | ✓14981 | ✗    5] ✓ tests/gateway/test_whatsapp_to_jid.py (14✓, 6.3s)
[ 37.0% | 14059/~37961 | ✓14988 | ✗    5] ✓ tests/hermes_cli/test_anthropic_oauth_routes_to_messages_api.py (7✓, 4.0s)
[ 37.1% | 14067/~37961 | ✓14996 | ✗    5] ✓ tests/gateway/test_whatsapp_reply_prefix.py (8✓, 7.1s)
[ 37.1% | 14075/~37961 | ✓14999 | ✗    5] ✗ tests/hermes_cli/test_approval_audit.py (3✓ 5e, 4.4s)

  ╔╍ Failed: tests/hermes_cli/test_approval_audit.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║ E       AttributeError: module 'tools.approval' has no attribute '_RESOLVE_OBSERVERS'
  ║ 
  ║ tests/hermes_cli/test_approval_audit.py:40: AttributeError
  ║ _______ ERROR at setup of test_raising_observer_never_breaks_resolution ________
  ║ 
  ║     @pytest.fixture
  ║     def clean_observers():
  ║         """Run with an EMPTY resolve-observer list; restore whatever was wired."""
  ║ >       before = list(approval._RESOLVE_OBSERVERS)
  ║                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  ║ E       AttributeError: module 'tools.approval' has no attribute '_RESOLVE_OBSERVERS'
  ║ 
  ║ tests/hermes_cli/test_approval_audit.py:40: AttributeError
  ║ _________ ERROR at setup of test_resolve_all_forwards_every_entry_data _________
  ║ 
  ║     @pytest.fixture
  ║     def clean_observers():
  ║         """Run with an EMPTY resolve-observer list; restore whatever was wired."""
  ║ >       before = list(approval._RESOLVE_OBSERVERS)
  ║                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  ║ E       AttributeError: module 'tools.approval' has no attribute '_RESOLVE_OBSERVERS'
  ║ 
  ║ tests/hermes_cli/test_approval_audit.py:40: AttributeError
  ║ =========================== short test summary info ============================
  ║ ERROR tests/hermes_cli/test_approval_audit.py::test_resolve_with_audit_and_no_observers_resolves_and_writes_nothing
  ║ ERROR tests/hermes_cli/test_approval_audit.py::test_observer_receives_resolution_context
  ║ ERROR tests/hermes_cli/test_approval_audit.py::test_observer_not_notified_without_audit
  ║ ERROR tests/hermes_cli/test_approval_audit.py::test_raising_observer_never_breaks_resolution
  ║ ERROR tests/hermes_cli/test_approval_audit.py::test_resolve_all_forwards_every_entry_data
  ║ ========================= 3 passed, 5 errors in 3.75s ==========================
  ║
  ║  Repro: python -m pytest tests/hermes_cli/test_approval_audit.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[ 37.1% | 14079/~37961 | ✓15003 | ✗    5] ✓ tests/hermes_cli/test_atomic_yaml_write.py (4✓, 2.9s)
[ 37.1% | 14084/~37961 | ✓15008 | ✗    5] ✓ tests/hermes_cli/test_at_context_completion_filter.py (5✓, 3.3s)
[ 37.1% | 14093/~37961 | ✓15017 | ✗    5] ✓ tests/hermes_cli/test_active_sessions.py (9✓, 7.7s)
[ 37.2% | 14120/~37961 | ✓15046 | ✗    5] ✓ tests/gateway/test_whatsapp_connect.py (29✓, 13.1s)
[ 37.5% | 14229/~37961 | ✓15155 | ✗    5] ✓ tests/gateway/test_telegram_format.py (109✓, 39.9s)
[ 37.6% | 14256/~37961 | ✓15182 | ✗    5] ✓ tests/gateway/test_whatsapp_formatting.py (27✓, 13.1s)
[ 37.6% | 14268/~37961 | ✓15194 | ✗    5] ✓ tests/hermes_cli/test_apply_profile_override.py (12✓, 5.8s)
[ 37.6% | 14275/~37961 | ✓15201 | ✗    5] ✓ tests/hermes_cli/test_auth_codex_self_heal.py (7✓, 4.2s)
[ 37.6% | 14277/~37961 | ✓15203 | ✗    5] ✓ tests/hermes_cli/test_auth_usable_secret.py (2✓, 2.4s)
[ 37.7% | 14324/~37961 | ✓15251 | ✗    5] ✓ tests/gateway/test_wecom.py (48✓, 18.9s)
[ 37.7% | 14328/~37961 | ✓15255 | ✗    5] ✓ tests/hermes_cli/test_auth_toctou_file_modes.py (4✓, 3.0s)
[ 37.8% | 14344/~37961 | ✓15271 | ✗    5] ✓ tests/hermes_cli/test_atomic_json_write.py (16✓, 7.4s)
[ 37.9% | 14374/~37961 | ✓15301 | ✗    5] ✓ tests/gateway/test_whatsapp_group_gating.py (30✓, 14.9s)
[ 37.9% | 14388/~37961 | ✓15315 | ✗    5] ✓ tests/hermes_cli/test_auth_loopback_ssh_hint.py (14✓, 6.8s)
[ 37.9% | 14398/~37961 | ✓15325 | ✗    5] ✓ tests/hermes_cli/test_auth_provider_gate.py (10✓, 5.5s)
[ 38.0% | 14407/~37961 | ✓15334 | ✗    5] ✓ tests/hermes_cli/test_auth_ssl_macos.py (9✓, 5.2s)
[ 38.2% | 14512/~37961 | ✓15456 | ✗    5] ✓ tests/gateway/test_stream_consumer.py (122✓, 55.6s)
[ 38.2% | 14519/~37961 | ✓15473 | ✗    5] ✓ tests/hermes_cli/test_argparse_flag_propagation.py (17✓, 9.4s)
[ 38.3% | 14535/~37961 | ✓15489 | ✗    5] ✓ tests/hermes_cli/test_auth_profile_fallback.py (16✓, 7.6s)
[ 38.4% | 14560/~37961 | ✓15516 | ✗    5] ✓ tests/hermes_cli/test_arcee_provider.py (27✓, 11.4s)
[ 38.4% | 14561/~37961 | ✓15520 | ✗    5] ✓ tests/hermes_cli/test_banner_pip_update.py (4✓, 3.3s)
[ 38.4% | 14566/~37961 | ✓15525 | ✗    5] ✓ tests/hermes_cli/test_banner_skills.py (5✓, 3.7s)
[ 38.4% | 14573/~37961 | ✓15532 | ✗    5] ✓ tests/hermes_cli/test_banner_git_state.py (7✓, 4.4s)
[ 38.5% | 14619/~37961 | ✓15582 | ✗    5] ✓ tests/gateway/test_telegram_thread_fallback.py (50✓, 38.7s)
[ 38.5% | 14623/~37961 | ✓15586 | ✗    5] ✓ tests/hermes_cli/test_billing_portal_url.py (4✓, 3.2s)
[ 38.5% | 14627/~37961 | ✓15590 | ✗    5] ✓ tests/hermes_cli/test_banner_skills_width.py (4✓, 4.2s)
[ 38.6% | 14634/~37961 | ✓15597 | ✗    5] ✓ tests/hermes_cli/test_billing_cli.py (7✓, 4.1s)
[ 38.6% | 14666/~37961 | ✓15629 | ✗    5] ✓ tests/hermes_cli/test_auth_codex_provider.py (32✓, 13.5s)
[ 38.7% | 14682/~37961 | ✓15645 | ✗    5] ✓ tests/hermes_cli/test_azure_foundry_entra.py (16✓, 7.6s)
[ 38.7% | 14696/~37961 | ✓15664 | ✗    5] ✓ tests/hermes_cli/test_azure_detect.py (19✓, 8.5s)
[ 38.7% | 14709/~37961 | ✓15685 | ✗    5] ✓ tests/hermes_cli/test_aux_config.py (21✓, 9.8s)
[ 38.8% | 14710/~37961 | ✓15686 | ✗    5] ✓ tests/hermes_cli/test_cli_active_session_limit.py (1✓, 2.1s)
[ 38.8% | 14716/~37961 | ✓15692 | ✗    5] ✓ tests/hermes_cli/test_build_info.py (6✓, 3.9s)
[ 38.8% | 14728/~37961 | ✓15704 | ✗    5] ✓ tests/hermes_cli/test_banner.py (12✓, 8.2s)
[ 38.8% | 14730/~37961 | ✓15706 | ✗    5] ✓ tests/hermes_cli/test_cli_output.py (2✓, 2.4s)
[ 38.8% | 14734/~37961 | ✓15710 | ✗    5] ✓ tests/hermes_cli/test_clear_stale_base_url.py (4✓, 3.1s)
[ 38.8% | 14738/~37961 | ✓15714 | ✗    5] ✓ tests/hermes_cli/test_chat_skills_flag.py (4✓, 3.5s)
[ 38.8% | 14746/~37961 | ✓15722 | ✗    5] ✓ tests/hermes_cli/test_bundles.py (8✓, 4.5s)
[ 38.9% | 14755/~37961 | ✓15731 | ✗    5] ✓ tests/hermes_cli/test_billing_scope_stepup.py (9✓, 5.2s)
[ 39.0% | 14787/~37961 | ✓15763 | ✗    5] ✓ tests/hermes_cli/test_auth_qwen_provider.py (32✓, 13.3s)
[ 39.0% | 14788/~37961 | ✓15764 | ✗    5] ✓ tests/hermes_cli/test_config_drift.py (1✓, 2.1s)
[ 39.0% | 14795/~37961 | ✓15771 | ✗    5] ✓ tests/hermes_cli/test_cmd_update_docker.py (7✓, 4.2s)
[ 39.2% | 14868/~37961 | ✓15855 | ✗    5] ✓ tests/gateway/test_webhook_adapter.py (84✓, 32.5s)
[ 39.2% | 14874/~37961 | ✓15861 | ✗    5] ✓ tests/hermes_cli/test_config_env_refs.py (6✓, 4.1s)
[ 39.4% | 14943/~37961 | ✓15930 | ✗    5] ✓ tests/gateway/test_weixin.py (69✓, 31.9s)
[ 39.4% | 14960/~37961 | ✓15947 | ✗    5] ✓ tests/hermes_cli/test_coalesce_session_args.py (17✓, 8.0s)
[ 39.4% | 14963/~37961 | ✓15950 | ✗    5] ✓ tests/hermes_cli/test_context_switch_guard.py (3✓, 2.8s)
[ 39.5% | 14982/~37961 | ✓15969 | ✗    5] ✓ tests/hermes_cli/test_codex_models.py (19✓, 8.8s)
[ 39.5% | 14998/~37961 | ✓15985 | ✗    5] ✓ tests/hermes_cli/test_config_env_expansion.py (16✓, 7.7s)
[ 39.6% | 15050/~37961 | ✓16037 | ✗    5] ✓ tests/hermes_cli/test_auth_commands.py (52✓, 22.2s)
[ 40.2% | 15266/~37961 | ✓16253 | ✗    5] ✓ tests/gateway/test_slack.py (216✓, 82.3s)
[ 40.3% | 15280/~37961 | ✓16267 | ✗    5] ✓ tests/hermes_cli/test_container_aware_cli.py (14✓, 6.9s)
[ 40.3% | 15281/~37961 | ✓16268 | ✗    5] ✓ tests/hermes_cli/test_copilot_in_model_list.py (1✓, 2.2s)
[ 40.3% | 15302/~37961 | ✓16289 | ✗    5] ✓ tests/hermes_cli/test_config_validation.py (21✓, 9.4s)
[ 40.3% | 15311/~37961 | ✓16298 | ✗    5] ✓ tests/hermes_cli/test_copilot_catalog_oauth_fallback.py (9✓, 4.9s)
[ 40.4% | 15332/~37961 | ✓16329 | ✗    5] ✓ tests/hermes_cli/test_codex_runtime_switch.py (31✓, 12.6s)
[ 40.6% | 15399/~37961 | ✓16396 | ✗    5] ✓ tests/hermes_cli/test_auth_nous_provider.py (67✓, 26.4s)
[ 40.6% | 15405/~37961 | ✓16402 | ✗    5] ✓ tests/hermes_cli/test_cron_fire_dashboard.py (6✓, 4.3s)
[ 40.6% | 15409/~37961 | ✓16406 | ✗    5] ✓ tests/hermes_cli/test_codex_cli_model_picker.py (4✓, 14.4s)
[ 40.7% | 15440/~37961 | ✓16436 | ✗    5] ✓ tests/hermes_cli/test_completion.py (30✓ 1s, 13.4s)
[ 40.7% | 15445/~37961 | ✓16441 | ✗    5] ✓ tests/hermes_cli/test_ctrlg_editor_submit.py (5✓, 3.4s)
[ 40.7% | 15456/~37961 | ✓16452 | ✗    5] ✓ tests/hermes_cli/test_copilot_context.py (11✓, 5.8s)
[ 40.7% | 15462/~37961 | ✓16458 | ✗    5] ✓ tests/hermes_cli/test_cron_parser_builder.py (6✓, 3.7s)
[ 41.4% | 15713/~37961 | ✓16709 | ✗    5] ✓ tests/gateway/test_matrix.py (251✓, 132.6s)
[ 41.5% | 15761/~37961 | ✓16757 | ✗    5] ✓ tests/hermes_cli/test_claw.py (48✓, 18.8s)
[ 41.5% | 15765/~37961 | ✓16761 | ✗    5] ✓ tests/hermes_cli/test_curator_run.py (4✓, 3.4s)
[ 41.5% | 15771/~37961 | ✓16767 | ✗    5] ✓ tests/hermes_cli/test_curator_recent_run_notice.py (6✓, 4.0s)
[ 41.8% | 15875/~37961 | ✓16877 | ✗    5] ✓ tests/gateway/test_whatsapp_cloud.py (110✓, 41.0s)
[ 41.9% | 15893/~37961 | ✓16895 | ✗    5] ✓ tests/hermes_cli/test_copilot_token_exchange.py (18✓, 8.0s)
[ 41.9% | 15898/~37961 | ✓16900 | ✗    5] ✓ tests/hermes_cli/test_curator_status.py (5✓, 3.5s)
[ 41.9% | 15904/~37961 | ✓16906 | ✗    5] ✓ tests/hermes_cli/test_curator_usage.py (6✓, 3.9s)
[ 42.0% | 15933/~37961 | ✓16935 | ✗    5] ✓ tests/hermes_cli/test_copilot_auth.py (29✓, 12.1s)
[ 42.0% | 15946/~37961 | ✓16948 | ✗    5] ✓ tests/hermes_cli/test_curator_archive_prune.py (13✓, 6.3s)
[ 42.0% | 15952/~37961 | ✓16954 | ✗    5] ✓ tests/hermes_cli/test_curses_color_compat.py (6✓, 3.9s)
[ 42.1% | 15968/~37961 | ✓16970 | ✗    5] ✓ tests/hermes_cli/test_cron.py (16✓, 8.9s)
[ 42.1% | 15975/~37961 | ✓16977 | ✗    5] ✓ tests/hermes_cli/test_curses_ui_search.py (7✓, 4.3s)
[ 42.3% | 16048/~37961 | ✓17050 | ✗    5] ✓ tests/hermes_cli/test_auth_xai_oauth_provider.py (73✓, 28.5s)
[ 42.3% | 16052/~37961 | ✓17054 | ✗    5] ✓ tests/hermes_cli/test_custom_provider_tls.py (4✓, 3.1s)
[ 42.3% | 16063/~37961 | ✓17065 | ✗    5] ✓ tests/hermes_cli/test_curses_arrow_keys.py (11✓, 5.8s)
[ 42.3% | 16075/~37961 | ✓17077 | ✗    5] ✓ tests/hermes_cli/test_curses_ui_fuzzy_rank.py (12✓, 6.1s)
[ 42.4% | 16081/~37961 | ✓17083 | ✗    5] ✓ tests/hermes_cli/test_custom_provider_identity.py (6✓, 4.1s)
[ 42.4% | 16093/~37961 | ✓17095 | ✗    5] ✓ tests/hermes_cli/test_custom_provider_context_length.py (12✓, 6.1s)
[ 42.4% | 16103/~37961 | ✓17105 | ✗    5] ✓ tests/hermes_cli/test_custom_provider_extra_headers.py (10✓, 5.6s)
[ 42.4% | 16108/~37961 | ✓17110 | ✗    5] ✓ tests/hermes_cli/test_dashboard_auth_audit.py (5✓, 3.6s)
[ 42.4% | 16111/~37961 | ✓17113 | ✗    5] ✓ tests/hermes_cli/test_dashboard_auth_plugin_hook.py (3✓, 3.0s)
[ 42.4% | 16112/~37961 | ✓17114 | ✗    5] ✓ tests/hermes_cli/test_dashboard_browser_safe_imports.py (1✓, 2.1s)
[ 42.4% | 16113/~37961 | ✓17115 | ✗    5] ✓ tests/hermes_cli/test_dashboard_profiles_nav_label.py (1✓, 2.1s)
[ 42.5% | 16125/~37961 | ✓17127 | ✗    5] ✓ tests/hermes_cli/test_dashboard_auth_cookies.py (12✓, 6.3s)
[ 42.5% | 16138/~37961 | ✓17140 | ✗    5] ✓ tests/hermes_cli/test_dashboard_auth_provider_base.py (13✓, 6.1s)
[ 42.5% | 16149/~37961 | ✓17151 | ✗    5] ✓ tests/hermes_cli/test_dashboard_auth_stub_provider.py (11✓, 5.4s)
[ 42.6% | 16168/~37961 | ✓17170 | ✗    5] ✓ tests/hermes_cli/test_custom_provider_model_switch.py (19✓, 9.3s)
[ 42.7% | 16210/~37961 | ✓17225 | ✗    5] ✓ tests/hermes_cli/test_container_boot.py (55✓, 21.8s)
[ 42.7% | 16220/~37961 | ✓17235 | ✗    5] ✓ tests/hermes_cli/test_dashboard_lifecycle_flags.py (10✓, 5.5s)
